fattura_id,riga_fattura,data_fattura,fornitore,codice_fornitore,codice_prodotto,descrizione_prodotto,categoria,quantita,unita_misura,prezzo_unitario,importo_totale,iva_pct,pagato,data_scadenza
50074,3,16/07/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-8641,Vino Tignanello,Vini,36.0,bott,83.3416,3000.3,10,NO,14/09/2023
50074,4,16/07/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-5468,Costata di manzo,Carni,18.587,g,28.0,520.44,10,NO,15/08/2023
50074,5,16/07/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-1246,Salmone intero,Pesce,5.802,KG,14.3338,83.16,22,SI,14/09/2023
50075,1,20/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-5909,Costata di manzo,Carni,21.832,1000g,29.5078,644.21,22,NO,19/08/2023
50075,2,20/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-6200,Petto di pollo,Carni,3.594,Kg,8.3742,30.1,22,SI,19/08/2023
50075,3,2023/07/20,Ortofrutta Rossi e Figli,FORN-003,SKU-2352,chianti 75cl,Vini,35.0,1,6.3121,220.92,10,NO,18/09/2023
50075,4,20/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-5857,Pasta tagliatelle,Secchi,20.268,kg,2.0302,41.15,22,NO,18/10/2023
50075,5,20/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-4200,farina 00,Secchi,25.578,g,0.85,21.74,10,no,19/08/2023
50075,6,20/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-3121,Panna fresca,Latticini,5.53,lt,2.7027,14.95,4,SI,19/08/2023
50076,1,22/07/2023,Cantina Vinicola Toscana,FORN-004,SKU-3622,Salmone intero,Pesce,16.6,1000g,14.7563,244.95,5,SI,21/08/2023
50076,2,22/07/2023,Cantina Vinicola Toscana,FORN-004,SKU-8744,Branzino fresco,Pesce,28.4,Kg,19.7776,561.68,10,SI,20/09/2023
50076,3,22/07/2023,Cantina Vinicola Toscana,FORN-004,SKU-1778,Farina 00,,16.776,g,0.85,14.26,22,NO,
50076,4,22/07/2023,Cantina Vinicola Toscana,FORN-004,SKU-7135,Pasta tagliatelle,Secchi,10.362,kilo,2.21,22.9,4,1,20/10/2023
50076,5,22/07/2023,Cantina Vinicola Toscana,FORN-004,SKU-6905,insalata mista,Verdure,23.187,KG,2.5028,58.03,22,NO,20/09/2023
50076,6,22/07/2023,Cantina Vinicola Toscana,FORN-004,SKU-4762,Filetto di manzo,Carni,29.17,kilo,39.1322,1141.49,5,no,20/10/2023
50077,1,26/07/2023,Distribuzione Generale,FORN-008,SKU-5933,P@sta tagliatelle,Secchi,18.692,KG,0.21,3.93,22,no,24/09/2023
50077,2,26/07/2023,Distribuzione Generale,FORN-008,SKU-5633,Burrata,Latticini,92.0,1,3.2671,300.57,22,SI,25/08/2023
50077,3,26/07/2023,Distribuzione Generale,FORN-008,SKU-8797,Filetto manzo,,10.227,KG,38.7075,395.86,10,NO,24/10/2023
50077,4,26/07/2023,Distribuzione Generale,FORN-008,SKU-5487,SALMONE INTERO,Pesce,25.658,1000g,15.8098,405.65,22,SI,24/10/2023
50077,5,26-07-2023,Distribuzione Generale,FORN-008,SKU-5764,Parmigiano Reggiano,Latticini,15.219,kilo,17.3584,264.18,10,no,25/08/2023
50077,6,26/07/2023,Distribuzione Generale,FORN-008,SKU-9900,Branzino fresco,Pesce,26.966,g,18.0,485.39,22,NO,25/08/2023
50078,1,28/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-6793,Costata di manzo,Carni,24.997,g,28.0,699.92,10,NO,27/08/2023
50078,2,28/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-7967,Salmone inter,Pesce,10.024,kg,15.7599,157.98,5,no,27/08/2023
50078,3,2023/07/28,Ortofrutta Rossi e Figli,FORN-003,SKU-3337,Petto di pollo,Carni,18.862,1000g,9.4805,178.82,10,NO,27/08/2023
50078,4,28/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-5536,FILETTO DI MANZO,Carni,27.657,Kg,38.4005,1062.04,10,SI,26/10/2023
50078,5,28/07/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-3846,Vongole fresche,Pesce,21.812,KG,8.8901,193.91,10,NO,26/09/2023
50078,6,28-07-2023,Ortofrutta Rossi e Figli,FORN-003,SKU-9334,Chianti bt 0.75,Vini,41.0,bt,5.8813,241.13,4,SI,26/10/2023
50079,1,29/07/2023,Latteria Alpina Coop,FORN-005,SKU-7061,Burrata,Latticini,152.0,nr,,,10,SI,27/10/2023
50079,2,29/07/2023,Latteria Alpina Coop,FORN-005,SKU-5874,Petto di pollo,Carni,26.389,1000g,7.9227,209.07,4,SI,28/08/2023
50079,3,29/07/2023,Latteria Alpina Coop,FORN-005,SKU-8876,Filetto di manzo,Carni,16.724,g,0.38,6.36,22,NO,24/07/2023
50079,4,29/07/2023,Latteria Alpina Coop,FORN-005,SKU-6704,Vino Tignanello,Vini,47.0,BT,87.083,4092.9,4,si,27/10/2023
50079,5,29/07/2023,Latteria Alpina Coop,FORN-005,SKU-6519,Pomodorini ciliegino,Verdure,19.376,1000g,3.3127,64.19,10,NO,28/08/2023
50079,6,29/07/2023,Latteria Alpina Coop,FORN-005,SKU-9599,Parmigiano Reggiano 24m,Latticini,25.94,kilo,15.36,398.44,22,SI,27/09/2023
50079,7,29/07/2023,Latteria Alpina Coop,FORN-005,SKU-6785,Farina 00,Secchi,14.782,kilo,0.8754,12.94,22,SI,28/08/2023
50080,1,02/08/2023,Cantina Vinicola Toscana,FORN-004,SKU-4508,Branzino fresco,Pesce,21.174,kg,19.2849,408.34,10,SI,30/07/2023
50080,2,02/08/2023,Cantina Vinicola Toscana,FORN-004,SKU-5801,LATTE 1L,Latticini,6.68,1000ml,1.0891,7.28,10,no,01/10/2023
50080,3,02/08/2023,Cantina Vinicola Toscana,FORN-004,SKU-7867,Vongole fresche,Pesce,6.538,g,9.0,58.84,10,SI,
50080,4,02/08/2023,Cantina Vinicola Toscana,FORN-004,SKU-8395,Prosecco DOC,Vini,7.0,bottiglia,4.5778,32.04,22,no,31/10/2023
50081,1,03/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-9394,Uova fresche cat. A,Latticini,178.0,pezzi,0.2552,45.43,10,SI,02/09/2023
50081,2,03/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-5292,Rucola,Verdure,10.726,kilo,4.0455,43.39,4,SI,01/11/2023
50081,3,03/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-2095,Salmone intero,Pesce,6.486,g,14.0,90.8,5,SI,02/09/2023
50081,4,03/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-5944,Latte intero,Latticini,13.22,LT,1.0405,13.76,4,si,02/10/2023
50081,5,03/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-1065,Olio EVO,,14.08,lt,7.2723,102.39,10,NO,02/09/2023
50081,6,03/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-6279,Vino Tignanello,Vini,40.0,0.75,68.3597,2734.39,22,SI,02/10/2023
50081,7,03/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-9673,FUNGHI PORCINI,Funghi,21.125,g,45.0,950.62,10,SI,02/09/2023
50082,1,06/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-2103,Salmone intero,Pesce,7.909,KG,15.2914,120.94,22,no,05/09/2023
50082,2,06/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-2305,Branzino fresco,Pesce,4.251,kilo,16.3038,69.31,10,S,05/10/2023
50082,3,06/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-5702,sale grosso,Condimenti,15.558,kg,0.4161,6.47,4,NO,04/11/2023
50082,4,06/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-8451,Vino Tignanello,Vini,23.0,0.75,85.0979,1957.25,22,SI,05/09/2023
50083,1,10/08/2023,Distribuzione Generale,FORN-008,SKU-9793,chianti 75cl,Vini,38.0,750ml,6.2766,238.51,10,0,09/10/2023
50083,2,10/08/2023,Distribuzione Generale,FORN-008,SKU-7207,Prosecco DOC,Vini,40.0,0.75,240.0,9600.0,22,NO,09/08/2023
50083,3,10/08/2023,Distribuzione Generale,FORN-008,SKU-6213,Riso Carnaroli,Secchi,5.999,Kg,,,4,S,09/09/2023
50083,4,10/08/2023,Distribuzione Generale,FORN-008,SKU-2406,Costata di manzo,Carni,10.586,kg,2800.0,29640.8,10,NO,08/11/2023
50084,1,12/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-7396,Prosecco DOC,Vini,6.0,bott,5.3992,32.4,22,NO,11/10/2023
50084,2,12/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-6285,Insalata mista,Verdure,15.864,kg,2.2821,36.2,,SI,11/09/2023
50084,3,12/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-3953,FILETTO DI MANZO,Carni,15.738,1000g,36.8273,579.59,22,SI,11/10/2023
50085,1,13/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-4588,Petto di pollo,Carni,18.288,Kg,9.0378,165.28,10,NO,12/09/2023
50085,2,13/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-8538,Burrata,Latticini,104.0,1,2.5101,261.05,10,S,12/09/2023
50085,3,13/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-5510,acqua minerale,Bevande,143.0,PZ,0.3919,56.04,22,SI,12/09/2023
50085,4,13/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-9133,Salmone intero,Pesce,3.999,kg,11.9745,47.89,22,NO,12/10/2023
50085,5,13/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-8384,Caffe miscela bar,Bevande,12.8,1000g,15.9113,203.66,22,NO,
50085,6,13/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-2231,Prosecco DOC,,42.0,0.75,5.4933,230.72,22,SI,12/09/2023
50085,7,2023/08/13,Pescheria Del Mare SNC,FORN-002,SKU-7379,Riso Carnaroli,Secchi,18.325,kg,2.9697,54.42,10,SI,11/11/2023
50086,1,16/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-3431,Branzino fresco,Pesce,20.81,kg,15.7345,327.43,4,0,14/11/2023
50086,2,16/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-2991,Sale 100/kg,Condimenti,16.894,KG,0.4015,6.78,10,si,15/09/2023
50086,3,16/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-7922,Vongole fresche,Pesce,28.47,1000g,8.6151,245.27,4,SI,15/10/2023
50086,4,16-08-2023,Pescheria Del Mare SNC,FORN-002,SKU-4983,Costata di manzo,Carni,20.328,g,28.0,569.18,10,NO,14/11/2023
50087,1,19/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-8599,Burrata,Latticini,151.0,1,3.341,504.49,10,SI,17/11/2023
50087,2,19/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-2123,Costata di manzo,Carni,19.281,kg,24.876,479.63,10,SI,18/09/2023
50087,3,19/08/2023,Macelleria Bianchi SRL,FORN-001,SKU-2882,Petto di pollo,Carni,26.541,kg,9.679,256.89,10,SI,18/09/2023
50088,1,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-9723,Pomodorini ciliegino,Verdure,26.1,1000g,160.0,4176.0,22,NO,21/11/2023
50088,2,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-1280,Pasta tagliatelle,,3.511,1000g,,,5,SI,22/10/2023
50088,3,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-9265,Acqua minerale 1L,,272.0,cad,0.4032,109.67,4,NO,22/09/2023
50088,4,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-7831,Branzino fresco,Pesce,28.176,Kg,21.0003,591.7,,SI,21/11/2023
50088,5,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-7736,Salmone intero,Pesce,14.947,kilo,12.7086,189.96,10,NO,22/10/2023
50088,6,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-2886,uova fresche,Latticini,96.0,nr,,,22,SI,22/09/2023
50088,7,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-4620,Caffe miscela bar,Bevande,10.233,g,14.0,143.26,22,SI,22/09/2023
50088,8,23/08/2023,Cantina Toscana SpA,FORN-004,SKU-7795,Vongole fresche,Pesce,26.842,g,9.0,241.58,10,si,22/10/2023
50089,1,26/08/2023,Beverages Distribution,FORN-007,SKU-2241,Branzino fresco,Pesce,11.891,kg,16.7852,199.59,5,SI,25/09/2023
50089,2,26/08/2023,Beverages Distribution,FORN-007,SKU-9449,Parmigiano Reggiano 24m,Latticini,15.128,KG,19.3394,292.57,10,no,25/09/2023
50089,3,26/08/2023,Beverages Distribution,FORN-007,SKU-6381,Pomodorini ciliegino,Verdure,14.546,Kg,,,5,si,25/09/2023
50089,4,26/08/2023,Beverages Distribution,FORN-007,SKU-9713,Rucola,Verdure,14.06,kilo,4.0374,56.77,10,NO,24/11/2023
50089,5,26/08/2023,Beverages Distribution,FORN-007,SKU-8436,Vongole fresche,,23.517,g,9.0,211.65,10,si,25/10/2023
50089,6,26/08/2023,Beverages Distribution,FORN-007,SKU-2311,Vino Chianti DOCG bt,Vini,32.0,750ml,6.8564,219.4,4,SI,25/10/2023
50089,7,26/08/2023,Beverages Distribution,FORN-007,SKU-4965,Petto di pollo,Carni,13.215,Kg,9.2208,121.85,10,SI,25/10/2023
50089,8,26/08/2023,Beverages Distribution,FORN-007,SKU-4037,Salmone intero,Pesce,20.861,g,14.0,292.05,22,SI,25/09/2023
50090,1,30/08/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-9618,UOVA,,31.0,nr,0.3122,9.68,22,si,29/09/2023
50090,2,30/08/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-3276,ACQUA NAT 1L,,219.0,cad,0.4167,91.26,10,NO,29/09/2023
50090,3,30/08/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-8083,Insalata mista,Verdure,15.946,Kg,2.7231,43.42,22,NO,29/10/2023
50090,4,30/08/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-1743,Caffe miscela bar,Bevande,5.756,Kg,12.351,71.09,4,SI,29/10/2023
50091,1,31/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-3802,Vongole fresche,Pesce,4.992,kg,8.492,42.39,22,SI,30/10/2023
50091,2,31/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-2909,F@rina 00,Secchi,7.484,kilo,0.7694,5.76,10,NO,29/11/2023
50091,3,31/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-5008,Uova fresche cat. A,Latticini,235.0,pz,0.2574,60.49,22,SI,29/11/2023
50091,4,31/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-2662,Latte fresco int,Latticini,14.94,L,0.9664,14.44,10,NO,30/10/2023
50091,5,31/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-4331,Porcini kg,,15.738,kilo,47.9343,754.39,22,NO,29/11/2023
50091,6,31/08/2023,Pescheria Del Mare SNC,FORN-002,SKU-3565,Riso Carnaroli,Secchi,12.318,kg,3.1692,39.04,22,si,
50091,7,2023/08/31,Pescheria Del Mare SNC,FORN-002,SKU-3886,FILETTO DI MANZO,Carni,4.173,kg,44.9772,187.69,4,NO,30/09/2023
50092,1,04/09/2023,Beverages Distribution,FORN-007,SKU-8964,Vongole fresche,Pesce,28.646,Kg,9.8035,280.83,10,NO,03/12/2023
50092,2,04/09/2023,Beverages Distribution,FORN-007,SKU-1283,Vino Tignanello,Vini,46.0,BT,75.8897,3490.93,10,SI,03/12/2023
50092,3,04/09/2023,Beverages Distribution,FORN-007,SKU-3086,latte intero lt,Latticini,9.98,L,1.2576,12.55,22,,03/11/2023
50092,4,04/09/2023,Beverages Distribution,FORN-007,SKU-5901,Sale fino,Condimenti,19.465,kilo,0.04,0.78,22,SI,04/10/2023
50092,5,04/09/2023,Beverages Distribution,FORN-007,SKU-2733,Costata di manzo,Carni,14.911,Kg,,,22,NO,04/10/2023
50093,1,07/09/2023,Cantina Vinicola Toscana,FORN-004,SKU-8763,Salmone intero,Pesce,29.793,1000g,12.7644,380.29,22,SI,06/11/2023
50093,2,07/09/2023,Cantina Vinicola Toscana,FORN-004,SKU-5252,Branzino fresco,Pesce,11.32,kg,16.1438,182.75,,S,06/11/2023
50093,3,07-09-2023,Cantina Vinicola Toscana,FORN-004,SKU-1081,Uova fresche cat. A,Latticini,99.0,pz,0.2754,27.26,4,NO,07/10/2023
50093,4,07/09/2023,Cantina Vinicola Toscana,FORN-004,SKU-6853,porcini fr.,Funghi,17.859,1000g,50.711,905.65,10,SI,21/08/2023
50093,5,07/09/2023,Cantina Vinicola Toscana,FORN-004,SKU-3647,Burrata,Latticini,109.0,cad,2.9937,326.31,10,NO,20/08/2023
50093,6,07/09/2023,Cantina Vinicola Toscana,FORN-004,SKU-9487,PARM.REGG.,Latticini,26.574,Kg,17.5468,466.29,22,1,06/11/2023
50094,1,10/09/2023,Cantina Toscana SpA,FORN-004,SKU-7591,  Salmone intero,Pesce,22.01,Kg,0.14,3.08,22,SI,09/11/2023
50094,2,10/09/2023,Cantina Toscana SpA,FORN-004,SKU-8180,Farina 00,Secchi,8.072,kg,0.8979,7.25,,NO,09/11/2023
50094,3,10/09/2023,Cantina Toscana SpA,FORN-004,SKU-3690,Costata di manzo,Carni,21.698,kilo,25.9817,563.75,22,SI,10/10/2023
50094,4,10/09/2023,Cantina Toscana SpA,FORN-004,SKU-2204,sale grosso,Condimenti,27.808,KG,0.3546,9.86,10,NO,09/12/2023
50095,1,13/09/2023,Latteria Alpina Coop,FORN-005,SKU-8065,  Riso Carnaroli,Secchi,1.803,kilo,3.6721,6.62,4,NO,12/12/2023
50095,2,13/09/2023,Latteria Alpina Coop,FORN-005,SKU-7460,Vongole fresch,,4.053,kg,10.2317,41.47,10,SI,13/10/2023
50095,3,13/09/2023,Latteria Alpina Coop,FORN-005,SKU-3884,Panna fresca,Latticini,5.28,lt,2.1292,11.24,22,SI,14/08/2023
50095,4,13/09/2023,Latteria Alpina Coop,FORN-005,SKU-1107,Branzino fresco ,Pesce,6.09,kg,15.8752,96.68,22,NO,13/10/2023
50095,5,13/09/2023,Latteria Alpina Coop,FORN-005,SKU-3900,Porcini freschi kg,Funghi,4.775,1000g,51.3027,244.97,22,si,12/12/2023
50095,6,13/09/2023,Latteria Alpina Coop,FORN-005,SKU-1338,Parmigiano Reggiano 24m,Latticini,23.231,kilo,16.7874,389.99,,0,13/10/2023
50095,7,13-09-2023,Latteria Alpina Coop,FORN-005,SKU-5221,Rucola,Verdure,29.694,1000g,3.8783,115.16,22,SI,12/12/2023
50095,8,13/09/2023,Latteria Alpina Coop,FORN-005,SKU-6623,Burrata,Latticini,101.0,pz,3.0026,303.26,10,si,12/11/2023
50096,1,14/09/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-9751,Salmone intero,Pesce,11.86,kilo,15.0453,178.44,4,1,01/09/2023
50096,2,14/09/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-6180,Vino Tignanello,Vini,11.0,bt,89.4638,984.1,22,SI,13/11/2023
50096,3,14/09/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-9829,Farina 00,Secchi,23.086,kg,1.0119,23.36,22,SI,13/12/2023
50096,4,2023/09/14,BIANCHI CARNI s.r.l.,FORN-001,SKU-7087,Olio oliva EVO,Condimenti,10.91,ml,8.5,92.73,4,S,13/12/2023
50096,5,14/09/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-4542,Vongole fresche,Pesce,17.16,kg,900.0,15444.0,22,NO,14/10/2023
50096,6,14/09/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-8630,INSALATA MISTA,Verdure,14.322,kilo,125.0,1790.25,4,SI,14/10/2023
50097,1,15/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-7248,Farina 00,Secchi,15.472,1000g,,,10,SI,15/10/2023
50097,2,15/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-3491,Acqua minerale 1L,Bevande,106.0,cad,0.3086,32.71,10,SI,14/12/2023
50097,3,15/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-1911,Vongole  fresche,Pesce,5.008,1000g,9.637,48.26,22,0,
50097,4,15/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-3254,Branzino fresco,Pesce,19.681,kilo,19.4271,382.34,4,SI,14/11/2023
50097,5,15/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-7584,Pasta tagliatelle,,22.162,g,2.1,46.54,22,no,15/10/2023
50097,6,15/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-6567,Costata di manzo,Carni,14.711,g,28.0,411.91,10,SI,14/11/2023
50097,7,15/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-1332,Prosecco DOC,Vini,41.0,bt,4.9081,201.23,4,SI,
50098,1,18/09/2023,Distribuzione Generale,FORN-008,SKU-9652,Petto di pollo,Carni,13.723,g,8.5,116.65,10,0,17/11/2023
50098,2,18/09/2023,Distribuzione Generale,FORN-008,SKU-1989,C@ffe miscela bar,Bevande,3.698,1000g,14.0552,51.98,10,SI,17/11/2023
50098,3,18/09/2023,Distribuzione Generale,FORN-008,SKU-5247,sale grosso,Condimenti,14.121,kg,0.3433,4.85,22,SI,17/12/2023
50098,4,18/09/2023,Distribuzione Generale,FORN-008,SKU-7134,Vino Tignanello,,29.0,bt,86.1336,2497.87,10,NO,17/11/2023
50098,5,18/09/2023,Distribuzione Generale,FORN-008,SKU-8319,Olio extra vergine,Condimenti,11.13,l,9.1786,102.16,22,SI,17/11/2023
50098,6,18/09/2023,Distribuzione Generale,FORN-008,SKU-7997,Branzino fresco,Pesce,12.711,kilo,17.8963,227.48,22,SI,18/10/2023
50098,7,18/09/2023,Distribuzione Generale,FORN-008,SKU-1220,FILETTO DI MANZO,Carni,6.613,kg,44.2026,292.31,5,NO,18/10/2023
50099,1,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-8381,Branzino fresco,Pesce,11.285,g,18.0,203.13,5,NO,19/11/2023
50099,2,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-5201,Caffe miscela bar,Bevande,8.677,g,14.0,121.48,22,si,20/10/2023
50099,3,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-1990,Vino Tignanello,Vini,25.0,750ml,70.2637,1756.59,10,SI,20/10/2023
50099,4,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-5960,Panna fresc,Latticini,15.26,l,2.5285,38.58,4,1,20/10/2023
50099,5,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-1494,Latte intero,,15.37,l,1.21,18.6,10,SI,19/11/2023
50099,6,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-7049,Parmigiano Reggiano 24m,,29.765,kg,14.6488,436.02,5,SI,21/08/2023
50099,7,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-4113,Pasta tagliatelle,Secchi,5.657,KG,2.2002,12.45,22,S,20/10/2023
50099,8,20/09/2023,Latteria Alpina Coop,FORN-005,SKU-6566,uova fresche,Latticini,264.0,cad,0.2433,64.23,22,SI,20/10/2023
50100,1,22/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-7035,Salmone intero,Pesce,16.105,g,14.0,225.47,,NO,21/11/2023
50100,2,22/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-4802,Olio EVO,,9.17,LT,10.1026,92.64,10,SI,22/10/2023
50100,3,22/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-4044,Burrata,Latticini,87.0,PZ,2.528,219.94,10,NO,21/12/2023
50100,4,22/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-2321,PARM.REGG.,,29.757,1000g,14.8073,440.62,10,SI,21/11/2023
50100,5,22/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-5711,Caffe miscela bar,Bevande,25.513,Kg,12.4362,317.28,10,NO,21/11/2023
50100,6,22/09/2023,Macelleria Bianchi SRL,FORN-001,SKU-5506,Fil. Manzo,Carni,22.528,g,38.0,856.06,10,NO,21/12/2023
50101,1,25/09/2023,Distribuzione Generale,FORN-008,SKU-7327,Insalata mista,Verdure,18.717,g,2.5,46.79,4,SI,24/11/2023
50101,2,25/09/2023,Distribuzione Generale,FORN-008,SKU-8675,Sale 100/kg,Condimenti,14.479,Kg,0.4048,5.86,22,SI,24/12/2023
50101,3,25/09/2023,Distribuzione Generale,FORN-008,SKU-3562,Vongole fresche,Pesce,29.036,g,9.0,261.32,22,SI,24/11/2023
50102,1,29/09/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-1673,SALE,Condimenti,16.581,1000g,0.3702,6.14,10,SI,28/12/2023
50102,2,2023/09/29,Ortofrutta Rossi e Figli,FORN-003,SKU-7757,Farina 00,Secchi,25.411,1000g,1.006,25.56,22,SI,28/12/2023
50102,3,29/09/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-8964,Insalata mista,Verdure,21.827,kg,2.1406,46.72,22,SI,28/12/2023
50102,4,29/09/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-9676,Caffe miscela bar,Bevande,12.741,kilo,14.9623,190.63,10,SI,28/12/2023
50102,5,29/09/2023,Ortofrutta Rossi e Figli,FORN-003,SKU-9909,Pomodorini ciliegino,Verdure,8.456,kilo,3.2289,27.3,22,NO,28/11/2023
50103,1,03/10/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-5046,Rucola ,Verdure,13.104,kg,4.2175,55.27,4,NO,01/01/2024
50103,2,03/10/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-9399,Pomodorini ciliegino,Verdure,21.377,kg,2.8619,61.18,10,SI,
50103,3,03/10/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-2385,Olio oliva EVO,Condimenti,8.53,l,8.8553,75.54,22,si,02/11/2023
50103,4,03/10/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-7310,Prosecco DOC,Vini,31.0,bott,4.188,129.83,22,,02/11/2023
50104,1,04/10/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-4294,Farina 00,Secchi,25.455,1000g,0.9682,24.65,4,SI,02/01/2024
50104,2,04/10/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-5978,PARM.REGG.,Latticini,3.698,kilo,18.0158,66.62,10,SI,03/12/2023
50104,3,04/10/2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-7585,Vino Chianti DOCG bt,Vini,39.0,BT,7.5803,295.63,22,SI,02/01/2024
50104,4,04-10-2023,BIANCHI CARNI s.r.l.,FORN-001,SKU-4132,Olio oliva EVO,,19.34,L,8.7359,168.95,10,NO,02/01/2024
50105,1,07/10/2023,Latteria Alpina Coop,FORN-005,SKU-5319,Latte intero,Latticini,7.3,lt,1.0012,7.31,4,NO,06/12/2023
50105,2,07/10/2023,Latteria Alpina Coop,FORN-005,SKU-1921,Insalata mista,Verdure,1.171,kilo,2.1433,2.51,10,0,05/01/2024
50105,3,07/10/2023,Latteria Alpina Coop,FORN-005,SKU-7637,Burrata,Latticini,193.0,PZ,2.3842,460.15,22,SI,06/11/2023
50105,4,07/10/2023,Latteria Alpina Coop,FORN-005,SKU-5945,Petto di pollo,Carni,26.804,g,8.5,227.83,22,,05/01/2024
50105,5,07/10/2023,Latteria Alpina Coop,FORN-005,SKU-9721,Rucola,Verdure,16.019,Kg,4.5185,72.38,5,SI,06/12/2023
50105,6,07/10/2023,Latteria Alpina Coop,FORN-005,SKU-4296,parmigiano,Latticini,19.867,KG,18.7464,372.43,22,SI,05/01/2024
50105,7,07/10/2023,Latteria Alpina Coop,FORN-005,SKU-8487,Costata di manzo,Carni,24.434,Kg,28.1736,688.39,10,NO,06/12/2023
